Tabela 6957 - Produção, Valor da produção, Venda, Valor da venda e Área colhida da lavoura temporária nos estabelecimentos agropecuários, por tipologia, produtos da lavoura temporária, condição do produtor em relação às terras e grupos de atividade econômica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Ano x Tipologia x Variável x Grupos de atividade econômica x Condição do produtor em relação às terras x Produtos da lavoura temporária;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Área colhida nas lavouras temporárias (Hectares);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;Abacaxi;Abóbora, moranga, jerimum;Algodão herbáceo;Alho;Amendoim em casca;Arroz em casca;Aveia branca em grão;Batata-inglesa;Cana-de-açúcar;Cebola;Centeio em grão;Cevada em casca;Colza (canola);Ervilha em grão;Fava em grão;Feijão preto em grão;Feijão de cor em grão;Feijão fradinho em grão;Feijão verde;Fumo em folha seca;Gergelim (semente);Girassol (semente);Juta (fibra);Linho (fibra);Malva (fibra);Mamona;Mandioca (aipim, macaxeira);Melancia;Melão;Milho em grão;Rami (fibra);Soja em grão;Sorgo em grão;Sorgo vassoura;Tomate rasteiro (industrial);Trigo em grão;Trigo preto em grão;Triticale em grão;Forrageiras para corte;Cana forrageira;Milho forrageiro;Palma forrageira;Sorgo forrageiro;Outros produtos;Sementes de algodão (produzidas para plantio);Sementes de arroz (produzidas para plantio);Sementes de feijão (produzidas para plantio);Sementes de milho (produzidas para plantio);Sementes de soja (produzidas para plantio);Sementes de trigo (produzidas para plantio);Sementes de forrageiras (produzidas para plantio);Sementes de batata-inglesa (produzidas para plantio);Toletes de cana-de-açúcar (produzidas para plantio);Sementes e outras formas de propagação de outros produtos (produzidas para plantio)
2505238;Cuité de Mamanguape (PB);1191;107;0;X;-;X;-;-;-;708;-;-;-;-;-;56;X;2;22;83;-;-;-;-;-;-;-;72;-;-;72;-;-;-;-;X;-;-;-;3;64;-;1;-;-;-;-;-;-;-;-;-;-;-;-
2505279;Curral de Cima (PB);1604;294;2;-;-;-;-;-;-;1060;-;-;-;-;-;11;1;X;47;23;-;-;-;-;-;-;-;142;X;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2505303;Curral Velho (PB);402;-;11;-;-;-;56;-;-;-;-;-;-;-;-;2;-;8;72;14;-;-;-;-;-;-;-;X;2;-;217;-;-;-;-;-;-;-;-;-;-;13;2;X;0;-;-;-;-;-;-;-;-;-;-
2505352;Damião (PB);2207;-;1;-;-;-;-;-;-;-;-;-;-;-;-;37;19;309;572;45;-;-;-;-;-;-;-;15;1;-;885;-;-;-;-;-;-;-;-;1;-;3;317;-;-;-;-;-;-;-;-;-;-;-;-
2505402;Desterro (PB);1375;-;5;-;-;-;-;-;-;X;-;-;-;-;-;4;-;24;598;3;-;X;-;-;-;-;-;X;5;X;610;-;-;-;-;-;-;-;-;116;4;-;5;X;-;-;-;-;-;-;-;-;-;-;-
2505501;Vista Serrana (PB);200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;73;-;-;-;-;-;-;-;X;X;-;77;-;-;-;-;-;-;-;-;-;-;X;-;4;-;-;-;-;-;-;-;-;-;-;-
2505600;Diamante (PB);1126;-;6;-;-;-;48;-;-;-;-;-;-;-;-;24;-;5;423;10;-;-;-;-;-;-;-;1;X;-;591;-;-;X;-;X;-;-;-;-;-;X;X;X;-;-;-;-;-;-;-;-;-;-;-
2505709;Dona Inês (PB);1555;-;5;-;-;-;-;-;-;X;X;-;-;-;-;127;1;176;496;69;-;-;-;-;-;-;-;65;0;-;505;-;-;X;-;-;-;-;-;29;X;14;60;5;1;-;-;X;X;-;-;-;-;-;-
2505808;Duas Estradas (PB);176;79;X;-;-;-;-;-;-;X;-;-;-;-;-;8;-;-;8;16;-;-;-;-;-;-;-;41;-;-;10;-;-;-;-;-;-;-;-;5;4;-;X;-;-;-;-;-;-;-;-;-;-;-;-
2505907;Emas (PB);192;-;X;-;-;-;1;-;-;-;-;-;-;-;-;-;-;X;37;4;-;-;-;-;-;-;-;-;1;-;44;-;-;-;-;-;-;-;-;69;-;-;X;27;-;-;-;-;-;-;-;-;-;-;-
2506004;Esperança (PB);3344;-;28;2;-;X;-;-;1;X;X;-;-;-;-;163;195;1342;534;37;-;-;X;-;-;-;-;28;0;X;739;-;-;X;-;-;-;-;-;121;-;40;101;-;9;-;-;-;-;-;-;-;-;-;-
2506103;Fagundes (PB);1667;-;3;-;-;-;-;-;-;X;-;-;-;-;-;68;370;107;512;31;-;-;-;-;-;-;-;2;0;X;368;-;-;7;-;-;-;-;-;8;-;18;122;50;-;-;-;-;-;-;-;-;-;-;-
2506202;Frei Martinho (PB);137;-;1;-;-;-;-;-;X;-;-;-;-;-;-;1;-;-;82;-;-;-;-;-;-;-;-;X;7;0;37;-;-;-;-;-;-;-;-;6;-;3;-;X;X;-;-;-;-;-;-;-;-;-;-
2506251;Gado Bravo (PB);1775;-;7;-;-;-;-;-;-;-;-;-;-;-;-;19;140;33;212;22;-;-;-;-;-;-;-;-;X;X;317;-;-;X;-;-;-;-;-;X;-;39;898;76;-;-;-;-;-;-;-;-;-;-;-
2506301;Guarabira (PB);541;116;10;-;-;X;-;-;-;9;X;-;-;-;-;26;X;2;39;78;-;-;-;-;-;-;-;102;0;-;43;-;-;-;-;0;-;-;-;62;36;3;14;-;-;-;-;-;X;-;-;-;-;-;-
2506400;Gurinhém (PB);2589;-;71;23;-;-;-;-;-;1;-;-;-;-;-;327;3;4;731;85;-;-;-;-;-;-;-;153;27;X;989;-;-;-;-;-;-;-;-;132;6;X;26;-;-;-;-;-;-;-;-;-;-;-;-
2506509;Gurjão (PB);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
2506608;Ibiara (PB);1219;-;9;-;-;-;39;-;-;X;-;-;-;-;-;7;-;5;501;5;-;X;X;-;-;-;-;3;6;X;639;-;-;X;-;X;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
2506707;Imaculada (PB);3126;-;12;-;-;-;X;-;-;-;-;-;-;-;-;32;-;20;1569;4;-;-;-;-;-;-;-;3;13;X;1450;-;-;-;-;X;-;-;-;-;-;X;7;-;-;-;-;-;-;-;-;-;-;-;-
2506806;Ingá (PB);2840;-;57;9;-;-;-;-;X;1;X;-;-;-;-;217;176;38;606;276;-;-;-;-;-;-;-;17;14;2;957;-;-;-;X;-;-;-;-;75;7;133;138;109;6;-;-;-;-;-;-;-;-;-;-
2506905;Itabaiana (PB);1586;-;8;X;-;62;-;-;1;301;-;-;-;-;-;140;57;X;372;83;-;X;-;-;-;-;-;100;X;X;405;-;-;-;-;-;-;-;-;X;33;X;6;X;-;-;-;-;-;-;-;-;-;-;-
2507002;Itaporanga (PB);2032;-;31;3;-;-;153;-;-;2;X;-;-;-;-;18;-;5;727;57;-;1;-;-;-;-;-;3;15;0;944;-;-;-;-;X;-;-;-;21;6;X;24;X;4;-;-;-;-;-;-;-;-;-;-
2507101;Itapororoca (PB);2887;729;2;-;-;-;-;-;-;1796;-;-;-;-;-;11;X;2;16;70;-;-;-;-;-;-;-;206;-;-;23;-;-;-;-;-;-;-;-;24;7;X;0;-;X;-;-;-;-;-;-;-;-;-;-
2507200;Itatuba (PB);1382;-;11;X;-;-;-;-;X;X;-;-;-;-;-;58;2;3;392;X;-;-;-;-;-;-;-;1;1;0;635;-;-;8;-;-;-;-;-;2;X;26;61;170;5;-;-;-;-;-;-;-;-;-;-
2507309;Jacaraú (PB);3039;29;7;-;-;1;-;-;-;2577;-;-;-;-;-;8;2;5;67;102;-;-;-;-;-;-;-;167;1;X;30;-;-;-;-;-;-;-;-;16;21;X;6;-;X;-;-;-;-;-;-;-;-;-;-
2507408;Jericó (PB);877;-;2;-;-;-;X;-;-;-;-;-;-;-;-;-;-;3;460;-;-;1;-;-;-;-;-;X;5;X;370;-;-;-;-;-;-;-;-;-;-;13;X;22;-;-;-;-;-;-;-;-;-;-;-
2507507;João Pessoa (PB);415;1;X;-;-;-;-;-;-;278;-;-;-;-;-;X;-;-;3;23;-;-;-;-;-;-;-;96;0;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-
2507606;Juarez Távora (PB);655;-;8;-;-;-;-;-;-;X;-;-;-;-;-;60;36;3;171;X;-;-;-;-;-;-;-;1;-;-;312;-;-;-;-;-;-;-;-;35;15;-;14;-;-;-;-;-;-;-;-;-;-;-;-
2507705;Juazeirinho (PB);476;-;11;X;-;-;-;-;-;X;-;-;-;-;-;0;-;X;187;39;-;-;-;-;-;-;-;X;24;X;80;-;-;-;-;X;-;-;-;13;-;1;117;-;X;-;-;-;-;-;-;-;-;-;-
2507804;Junco do Seridó (PB);442;-;19;-;X;-;-;-;-;1;2;-;-;-;-;5;-;-;139;102;-;-;-;-;-;-;-;4;48;0;110;-;X;X;-;1;-;-;-;X;-;X;10;-;-;-;-;-;-;-;-;-;-;-;-
2507903;Juripiranga (PB);2016;3;0;-;-;-;-;-;-;1921;-;-;-;-;-;2;X;-;3;18;-;-;-;-;-;-;-;54;-;-;5;-;-;-;-;-;-;-;-;X;6;-;1;-;-;-;-;-;-;-;-;-;-;-;-
2508000;Juru (PB);1972;-;7;-;-;-;22;-;-;X;X;-;-;-;-;25;-;20;876;X;-;-;-;-;-;-;-;16;3;-;966;-;-;X;-;X;-;-;-;X;1;19;4;X;7;-;-;-;-;-;-;-;-;-;-
2508109;Lagoa (PB);564;-;X;-;-;-;2;-;-;-;-;-;-;-;-;X;-;247;-;-;-;-;-;-;-;-;-;-;X;-;302;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-
2508208;Lagoa de Dentro (PB);642;208;1;-;-;-;-;-;-;X;X;-;-;-;-;18;1;49;78;11;-;-;-;-;-;-;-;180;X;-;49;-;-;-;-;-;-;-;-;12;25;X;11;-;-;-;-;-;X;-;-;-;-;-;-
2508307;Lagoa Seca (PB);1599;X;101;-;-;-;-;-;4;X;X;-;-;-;-;103;96;260;410;81;-;-;-;-;-;-;-;143;0;-;356;-;-;-;-;X;-;-;-;18;-;11;14;X;X;-;-;-;-;-;-;-;-;-;-
2508406;Lastro (PB);183;-;3;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83;X;-;-;-;-;-;-;-;X;4;2;64;-;-;X;-;-;-;-;-;6;5;X;1;5;-;-;-;-;-;-;-;-;-;-;-
2508505;Livramento (PB);1964;-;X;-;-;-;-;-;-;X;X;-;-;-;-;0;-;30;507;478;-;-;-;-;-;-;-;-;3;-;847;-;-;-;-;X;-;-;-;91;-;1;4;X;-;-;-;-;-;-;-;-;-;-;-
2508554;Logradouro (PB);275;-;2;-;-;X;-;-;-;X;-;-;-;-;-;11;22;1;54;34;-;-;-;-;-;-;-;9;0;X;107;-;-;-;-;X;-;-;-;-;X;25;9;2;-;-;-;-;-;-;-;-;-;-;-
2508604;Lucena (PB);1918;3;1;-;-;X;-;-;-;1768;X;-;-;-;-;-;X;-;10;50;-;-;-;-;-;-;-;80;5;-;1;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2508703;Mãe d'Água (PB);884;X;10;-;-;-;-;-;-;2;-;-;-;-;-;10;-;X;393;70;-;X;-;-;-;-;-;1;13;0;362;-;-;-;-;-;-;-;-;20;-;X;2;X;-;-;-;-;-;-;-;X;-;-;-
2508802;Malta (PB);214;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;22;66;-;-;-;-;-;-;-;X;X;-;108;-;-;-;-;-;-;-;-;X;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-
2508901;Mamanguape (PB);15017;141;1;-;-;-;-;-;-;13784;-;-;-;-;-;2;X;X;18;355;-;-;-;-;-;-;-;689;-;-;18;-;-;-;-;-;-;-;-;8;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2509008;Manaíra (PB);2416;X;21;-;-;-;-;-;X;0;-;-;-;-;-;68;-;76;1094;2;-;0;-;-;-;-;-;2;12;3;1093;-;-;-;-;X;-;-;-;-;-;18;7;-;19;-;-;-;-;-;-;-;-;-;-
2509057;Marcação (PB);1908;-;-;-;-;-;-;-;-;1525;-;-;-;-;-;X;X;X;7;87;-;-;-;-;-;-;-;235;32;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2509107;Mari (PB);3143;X;2;-;-;-;-;-;-;1975;X;-;-;-;-;29;0;5;92;115;-;-;-;-;-;-;-;834;X;-;48;-;-;-;-;X;-;-;-;-;-;14;0;-;3;-;-;-;-;-;-;-;-;-;-
2509156;Marizópolis (PB);382;-;1;-;-;-;X;-;-;-;-;-;-;-;-;X;-;-;140;2;-;X;-;-;-;-;-;X;X;-;142;-;-;X;-;-;-;-;-;X;-;5;2;83;-;-;-;-;-;-;-;X;-;-;-
2509206;Massaranduba (PB);2287;1;217;-;-;X;-;-;2;3;0;-;-;-;-;216;183;290;328;269;-;-;-;-;-;-;-;149;2;0;534;-;-;-;-;X;-;-;-;52;1;X;34;X;0;-;-;X;-;-;-;-;-;-;-
2509305;Mataraca (PB);621;-;-;-;-;-;-;-;-;X;-;-;-;-;-;X;-;-;5;X;-;-;-;-;-;-;-;27;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2509339;Matinhas (PB);580;-;20;-;-;-;-;-;-;-;-;-;-;-;-;85;21;29;145;6;-;-;-;-;-;-;-;57;-;-;205;-;-;-;-;-;-;-;-;-;-;-;8;-;4;-;-;-;-;-;-;-;-;-;-
2509370;Mato Grosso (PB);263;-;X;-;-;-;X;-;-;-;-;-;-;-;-;-;-;X;130;-;-;X;-;-;-;-;-;-;X;-;114;-;-;10;-;-;-;-;-;X;-;X;-;X;X;-;-;-;-;-;-;-;-;-;-
2509396;Maturéia (PB);662;-;4;-;X;-;-;-;-;-;X;-;-;-;-;14;-;-;350;X;-;X;-;-;-;-;-;1;1;X;283;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-
2509404;Mogeiro (PB);2349;0;152;X;X;110;X;-;-;X;0;-;-;-;-;346;75;107;469;101;-;X;-;-;-;-;0;69;12;4;754;-;-;-;-;-;-;-;-;103;5;15;17;X;3;-;-;X;2;-;-;-;-;-;-
2509503;Montadas (PB);1259;-;18;-;-;X;-;-;1;-;-;-;-;-;-;27;143;438;104;19;-;-;-;-;-;-;-;46;X;-;397;-;-;X;-;-;-;-;-;33;-;19;11;-;-;-;-;-;-;-;-;-;-;-;-
2509602;Monte Horebe (PB);922;-;1;-;-;2;2;-;-;-;-;-;-;-;-;50;-;7;422;X;-;-;-;-;-;-;-;3;X;-;411;-;-;-;-;-;-;-;-;X;-;17;X;-;-;-;-;-;-;-;-;-;-;-;-
2509701;Monteiro (PB);4714;-;206;X;-;-;-;-;-;6;2;-;-;-;-;7;3;5;1193;94;-;X;X;-;-;-;-;11;173;4;1107;-;-;0;X;12;-;-;-;442;X;57;1314;52;23;-;-;X;X;-;-;X;-;-;-
2509800;Mulungu (PB);858;X;24;-;-;X;-;-;-;X;-;-;-;-;-;68;-;-;53;131;-;X;-;-;-;-;-;62;7;1;246;-;-;-;-;-;-;-;-;70;30;13;150;-;-;-;-;-;-;-;-;-;-;-;-
2509909;Natuba (PB);489;-;24;-;-;-;-;-;-;-;-;-;-;-;-;48;47;24;99;X;-;-;-;-;-;-;-;18;-;-;177;-;-;-;-;X;-;-;-;-;-;X;44;-;-;-;-;-;-;-;-;-;-;-;-
2510006;Nazarezinho (PB);672;-;2;-;-;-;20;-;-;3;X;-;-;-;-;3;-;2;321;4;-;-;-;-;-;-;-;X;0;-;315;-;-;-;-;-;-;-;-;-;X;X;X;-;-;-;-;-;-;-;-;-;-;-;-
2510105;Nova Floresta (PB);514;-;3;-;-;-;-;-;-;X;-;-;-;-;-;70;X;5;130;5;-;-;-;-;-;-;-;1;X;-;169;-;-;-;-;-;-;-;-;16;-;35;78;X;-;-;-;-;-;-;-;-;-;-;-
2510204;Nova Olinda (PB);474;-;26;-;-;X;56;-;-;1;X;-;-;-;-;1;-;1;102;20;-;1;-;-;-;X;X;6;9;2;227;-;-;-;-;-;-;-;-;10;-;11;3;-;-;-;-;-;-;-;-;-;-;-;-
2510303;Nova Palmeira (PB);442;-;7;X;-;-;-;-;1;-;-;-;-;-;-;5;X;X;151;37;-;-;-;-;-;-;-;-;9;1;153;-;-;-;-;-;-;-;-;5;-;6;62;-;-;-;-;-;-;-;-;-;-;-;-
2510402;Olho d'Água (PB);1589;-;97;3;X;-;159;-;X;6;-;-;-;-;-;X;X;5;371;241;-;-;-;-;-;-;-;2;93;12;420;-;-;-;-;-;-;-;-;9;7;147;3;-;7;-;-;-;-;-;-;-;-;-;-
2510501;Olivedos (PB);450;-;-;X;-;-;-;-;-;-;-;-;-;-;-;X;-;-;16;2;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;404;-;X;-;-;X;X;-;-;-;-;-;-
2510600;Ouro Velho (PB);743;-;25;-;-;-;-;-;-;X;X;-;-;-;-;X;-;-;17;100;-;-;-;-;-;-;-;1;14;X;259;-;-;X;X;-;-;-;-;33;X;3;110;178;-;-;-;-;-;-;-;-;-;-;-
2510659;Parari (PB);38;-;1;-;X;-;-;-;-;-;X;-;-;-;-;X;-;-;18;-;-;-;-;-;-;-;-;-;X;-;14;-;-;-;-;-;-;-;-;2;-;-;X;1;X;-;-;-;-;-;-;-;-;-;-
2510709;Passagem (PB);113;-;3;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;15;5;-;-;-;-;-;-;-;-;5;X;12;-;-;-;-;-;-;-;-;39;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-
2510808;Patos (PB);675;-;5;X;-;-;-;-;-;X;X;-;-;-;-;X;-;-;137;125;-;X;-;-;-;-;-;4;26;2;203;-;-;-;-;-;-;-;-;142;2;X;4;22;-;-;-;-;-;-;-;-;-;-;-
2510907;Paulista (PB);804;-;1;-;-;-;4;-;-;29;-;-;-;-;-;-;5;451;37;9;-;X;-;-;-;-;-;X;6;X;238;-;-;22;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-
2511004;Pedra Branca (PB);699;-;X;-;-;-;186;-;-;-;-;-;-;-;-;X;-;X;62;51;-;-;-;-;-;-;-;X;X;-;390;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2511103;Pedra Lavrada (PB);1771;-;2;12;-;-;-;-;-;-;-;-;-;-;-;17;-;5;365;29;-;-;-;-;-;-;-;X;2;X;411;-;-;-;-;-;-;-;-;12;4;758;154;-;X;-;-;-;-;-;-;-;-;-;-
2511202;Pedras de Fogo (PB);9257;480;2;-;-;-;-;-;-;6834;-;-;-;-;-;1;X;-;14;341;-;-;-;-;-;-;-;1570;0;-;2;-;-;-;-;X;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-
2511301;Piancó (PB);1620;-;30;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;654;2;-;1;-;-;-;-;-;0;22;6;786;-;-;X;-;-;-;-;-;22;-;X;41;11;-;-;-;-;-;-;-;-;-;-;-
2511400;Picuí (PB);1159;-;9;X;-;-;-;-;-;-;X;-;-;-;-;32;-;2;350;37;-;-;-;-;-;-;-;5;15;X;417;-;-;-;-;X;-;-;-;10;-;5;265;-;10;-;-;X;-;-;-;-;-;-;-
2511509;Pilar (PB);502;35;7;-;-;3;-;-;-;118;-;-;-;-;-;32;2;1;70;34;-;-;-;-;-;-;-;145;-;-;44;-;-;-;-;X;-;-;-;X;4;X;4;-;X;-;-;-;-;-;-;-;-;-;-
2511608;Pilões (PB);586;-;6;-;-;-;-;-;X;14;-;-;-;-;-;34;X;7;219;40;-;-;-;-;-;-;-;211;-;X;51;-;-;-;-;-;-;-;-;-;3;-;-;-;X;-;-;-;-;-;-;-;-;-;-
2511707;Pilõezinhos (PB);332;-;1;-;-;-;-;-;-;53;-;-;-;-;-;35;X;2;70;9;-;-;-;-;-;-;-;110;-;-;47;-;-;-;-;-;-;-;-;5;X;-;-;-;X;-;-;-;-;-;-;-;-;-;-
2511806;Pirpirituba (PB);361;4;X;-;-;-;-;-;-;116;-;-;-;-;-;35;-;X;45;27;-;-;-;-;-;-;-;62;-;-;68;-;-;-;-;-;-;-;-;X;1;-;X;-;-;-;-;-;-;-;-;-;-;-;-
2511905;Pitimbu (PB);1335;0;6;-;-;-;-;-;-;115;1;-;-;-;-;-;-;-;3;406;-;-;-;-;-;-;-;771;17;-;X;-;-;-;-;-;-;-;-;X;-;X;-;-;9;-;-;-;-;-;-;-;-;-;-
2512002;Pocinhos (PB);1351;-;3;-;-;-;-;-;-;X;-;-;-;-;-;11;68;363;104;28;-;-;-;-;-;-;-;11;-;-;342;-;-;-;-;X;-;-;-;7;-;106;306;-;2;-;-;-;-;-;-;-;-;-;-
2512036;Poço Dantas (PB);521;-;X;-;-;-;-;-;-;-;-;-;-;-;-;45;-;X;130;119;-;-;-;-;-;-;-;0;X;-;222;-;-;-;-;-;-;-;-;X;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-
2512077;Poço de José de Moura (PB);691;-;X;-;-;X;-;-;-;X;-;-;-;-;-;-;X;8;315;X;-;-;-;-;-;-;-;-;X;-;313;-;-;-;-;-;-;-;-;4;8;5;5;28;-;-;-;-;-;-;-;-;-;-;-
2512101;Pombal (PB);869;-;3;-;-;-;4;-;-;X;-;-;-;-;-;3;-;1;434;18;-;X;-;-;-;-;-;2;14;1;290;-;-;-;-;-;-;-;-;37;-;26;X;36;-;-;-;-;-;-;-;-;-;-;-
2512200;Prata (PB);1241;-;7;X;-;-;-;-;-;X;64;-;-;-;-;X;-;10;171;102;-;-;-;-;-;-;-;-;7;-;346;-;-;9;X;67;-;-;-;68;X;31;76;190;X;-;-;-;-;-;-;X;-;-;-
2512309;Princesa Isabel (PB);2538;-;24;-;-;-;X;-;-;-;1;-;-;-;-;48;X;32;994;8;-;0;-;-;-;-;-;102;25;-;1110;-;-;-;-;X;-;-;-;76;X;39;46;X;19;-;-;-;-;-;-;-;-;-;-
2512408;Puxinanã (PB);1999;-;25;-;-;X;-;-;4;-;X;-;-;-;-;42;162;253;590;75;-;-;-;-;-;-;-;137;X;-;648;-;X;-;-;-;-;-;-;21;-;11;30;-;-;-;-;-;-;-;-;-;-;-;-
2512507;Queimadas (PB);6858;X;145;X;-;-;-;-;-;X;X;-;-;-;-;172;844;332;1130;88;-;-;X;-;-;-;-;1;9;0;1973;-;-;101;X;X;-;-;-;54;-;100;257;1571;1;-;-;1;X;-;-;68;-;-;X
2512606;Quixaba (PB);404;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;95;119;-;-;-;-;-;-;-;-;110;-;19;-;-;-;-;-;-;-;-;27;-;X;4;X;-;-;-;-;-;-;-;-;-;-;-
2512705;Remígio (PB);1960;-;24;X;-;1;-;-;5;-;1;-;-;-;-;44;21;725;336;56;-;-;-;-;-;-;-;27;1;-;637;-;-;-;-;-;-;-;-;15;X;5;50;-;X;-;-;6;0;-;-;-;-;-;-
2512721;Pedro Régis (PB);387;68;7;-;-;-;-;-;X;66;-;-;-;-;-;20;3;9;40;42;-;-;-;-;-;-;-;99;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-
2512747;Riachão (PB);704;-;X;X;-;-;-;-;-;-;-;-;-;-;-;19;-;X;261;X;-;-;-;-;-;-;-;-;X;-;270;-;-;12;-;-;-;-;-;17;-;70;33;19;-;-;-;-;-;-;-;-;-;-;-
2512754;Riachão do Bacamarte (PB);433;-;25;-;-;-;-;-;-;-;-;-;-;-;-;47;34;5;92;24;-;-;-;-;-;-;-;X;X;X;152;-;-;-;-;-;-;-;-;31;-;9;12;X;-;-;-;-;-;-;-;-;-;-;-
2512762;Riachão do Poço (PB);274;-;-;-;-;15;-;-;-;4;-;-;-;-;-;6;0;3;28;40;-;-;-;-;-;-;-;100;-;-;41;-;-;-;-;-;-;-;-;22;12;-;1;-;-;-;-;-;-;-;-;-;-;-;-
2512788;Riacho de Santo Antônio (PB);X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-
2512804;Riacho dos Cavalos (PB);836;-;3;-;-;-;1;-;X;X;-;-;-;-;-;-;-;11;308;X;-;0;-;-;-;-;-;X;2;2;244;-;-;14;-;-;-;-;-;48;X;38;X;161;X;-;-;-;-;-;-;-;-;-;-
2512903;Rio Tinto (PB);17416;27;2;-;-;0;-;-;X;16742;X;-;-;-;-;1;X;1;45;200;-;-;-;-;-;-;-;375;2;-;14;-;-;-;-;-;-;-;-;X;X;-;-;-;4;-;-;-;-;-;-;-;-;-;-
2513000;Salgadinho (PB);97;-;2;-;-;-;-;-;-;X;-;-;-;-;-;2;-;-;15;19;-;-;-;-;-;-;-;X;1;X;13;-;-;-;-;-;-;-;-;16;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-
2513109;Salgado de São Félix (PB);1323;-;21;22;-;17;-;-;X;7;X;-;-;-;-;116;48;22;448;44;-;X;-;-;-;-;-;26;X;-;447;-;-;-;-;-;-;-;-;43;-;X;61;-;-;-;-;-;-;-;-;-;-;-;-
2513158;Santa Cecília (PB);962;-;14;1;-;-;-;-;-;-;X;-;-;-;-;12;122;65;125;1;-;-;-;-;-;-;-;-;0;X;208;-;-;-;-;X;-;-;-;-;X;8;407;-;-;-;-;-;-;-;-;-;-;-;-
2513208;Santa Cruz (PB);481;-;X;X;-;-;X;-;-;1;-;-;-;-;-;0;-;9;186;X;-;X;-;-;-;-;-;-;X;X;160;-;-;X;-;-;-;-;-;2;X;34;4;77;0;-;-;-;-;-;-;-;-;-;-
2513307;Santa Helena (PB);1224;-;7;-;-;-;X;-;-;X;-;-;-;-;-;1;-;7;337;11;-;X;-;-;-;-;-;-;5;-;418;-;-;X;-;X;-;-;-;5;X;8;-;241;-;-;-;-;-;-;-;-;-;-;-
2513356;Santa Inês (PB);727;-;41;4;-;-;-;-;-;5;-;-;-;-;-;5;-;3;207;-;-;X;-;-;-;-;X;X;7;-;421;-;-;-;-;18;-;-;-;X;X;11;1;-;X;-;-;-;-;-;-;-;-;-;-
2513406;Santa Luzia (PB);158;-;1;-;-;-;-;-;-;X;-;-;-;-;-;-;-;X;84;2;-;X;-;-;-;-;-;-;28;1;27;-;-;-;-;X;-;-;-;7;-;7;X;-;-;-;-;-;-;-;-;-;-;-;-
